lang_code,id,name,mac_address,serial_num,ip_address,mspec_id,public_key,key_index,zone_code,regcntr_id,is_active
eng,10011,MT-PF10TTST,D4-3D-7E-58-CC-45,XF3416823469,192.168.0.173,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA5bOkdLslZMWF2qpbFo0YdXN5t4uTVnSH6x65dmFn7jqsyJkRXWE6UooUan0Hc85nzfHi5wlg02z8YpzXU5QtvCVQXcOMHGFmGhEna8x5dIx2oOStDMr53d6C4xjeaUz3ccyQhlVVf7qSWSg0BJsrGi7OoJUlFGctpMPtrPc6wZnq3bDhexgbhUbLHcTgFPcNie5DSkeT/5z4BclQ81VpSNQYZ25ix4Z8kiPKNdmnufZI7Bv2jMf+UTfo24dhEIKFn3AgbfoTyBPdnl2CE6RSKyb0TVOdOCgeHJ+5DJylgyoEUk67DD6VHNeRrPJatGrvQXTeH+WuDJHbuTIkS3FeuQIDAQAB,F8:B8:C7:47:0B:0F:83:98:5E:E4:CA:DD:07:98:6B:1E:98:A7:E7:0E:F2:F5:FD:F9:28:3B:4B:CB:17:49:F0:BA,STH,10011,True
eng,10012,b2ml27210,8C-16-45-5A-5D-96,BW4524978011,192.168.0.203,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApiFpuiXy81SI2ZEF5swflnBNQ8sMrKE8aF3ShCMLt4rKfof2sIcAss1feGc0C4oIbqPYaEoISh9B6bJaEe9Aza7/uWriXjt1MUqtBgMh6nQxVTj/3tsI9+OSdL37G338tE/Y32yuQMAc/UTMJ7/qEoE7l15EVLjTjhJ5weq3ul1PEMUiV/jQJjq9nn4jNLEjOAgtG7aDlU0vN0CNK45BBr8m8plxgQsWXiihVWJv3Oh698R9wHFKYFuDAeANHDFRTICI8isDYpC1DXOH0Qv9aI2syhNYfDXyhroxi4UNeImNgQL9UiKfHbpRNjsQK/R6PizTqvwntMDwWZebT+rFYQIDAQAB,D4:91:83:8B:99:C7:C4:25:D7:ED:48:C2:29:BD:37:2E:D9:BD:7E:7C:46:CA:38:2D:02:72:B9:EE:D0:C8:31:8D,STH,10011,True
eng,10013,b2ml27196,8C-16-45-5A-5D-8E,DB289579153,192.168.0.112,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAq7Ztl+RJvj7bKK5l52bn2f79C5LSr4AwGMZyxmyYTDiCyUPQ6yz8OoRAN+3yAFAXtgvRVqGPfInvwMFImbza8SqiCs1RG4qCO/2hKfVq5W9jkStOYtwtOnDl7r1iEQL0oA7nJwEDQJfwUpQW71bUVt5G5R3/4OrdEqxRWfSBhtPzcekcvzKuzYeVhyhikpawu8cwXw9j+uZf3Ztf7xWv3LP+pNm0esZVfQPGGh+wnzNukwX0auLnFcsAyTVR+q19gdGeoMgzYXE4bMw5ZZ7XNu/lPz1Y34GrA4c63aqp+e4FjnUvvShkDG5SE0KGrl5fiiQLCHsflPbvluCOqYGoEQIDAQAB,23:AD:83:BD:7C:70:A0:71:A1:76:A3:85:4F:3F:49:90:05:53:E8:F2:9D:3B:F2:F8:3C:28:DF:A8:57:3B:25:94,MRS,10012,True
eng,10014,b2ml26342,8C-16-45-33-A5-5F,SI4597903231,192.168.0.178,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAkY6+otiOHqdf0JJGKHLjo3pGrwkXJGwz1Wiak/h5kuWqGPORumuE1ulBAV/yYgbKhL6JsMMjxlafkA6NiiyNVgV20dc/Jy5+T3d+PyCVB0+I9RDemwlhmZA96uBrjw3QhPIhVoCNF8k/Yc6aZj2voZuGkQc8vvHPLe2x7HBNsDyKMyQrpOaUXXXBnXPpGVkN7VuDcWTs3y5HGPdciTAHQFwQOyKxT3qU/J6ZossMz3OtB3B8bMEoiLZJXnUQcHpZsgKo8aFCGw64KPUXNn5UDjBQHiA7HLse5N9NGPzlgqTNlHzlpZJortG5lrASlfjnj3CYtVa9lj09jlbG6LcavQIDAQAB,44:79:9B:5B:7A:02:BA:03:49:EB:CB:17:05:A6:32:9E:46:5E:7D:19:D6:CB:0A:1F:10:43:B2:C6:3A:30:5E:AC,MRS,10012,True
eng,10015,machine 15,3C-95-09-F9-EA-DF,TJ7809002958,192.168.0.267,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAo38MpVABtUT3WjPIQN5S/NaEfiguE2fHVngn1LPVFrqHasyEAM7cGsLA9iDhPlNd6gs+fBw1GMRPGFdp7TG8gFXJWdK7/RSWzA8Gto8LumRbxB2snEKc0THptGgjvHekG4Ok5m/NNcPyAaMRjzTqAhhHt/xoH5ySCQulTdkiz40RU/qoegVb+xhYqHKP6xAZ/M3rf5/4XL0gOcnBSBN49r01TMXCSBNHTK+nloXEQJOMSGfZlAuT95U4ub9llGxgl/KPy0y2xTTw735VFQy+niKSWmqE1vOEWPN67fuTVN+BwjBBs7ueD3FVNpqmwNLkHjg553y/YJyHQMtF/YnVswIDAQAB,10:06:4A:24:D7:61:C0:44:0F:30:85:21:07:29:CA:09:85:30:0B:F1:F2:B5:16:BC:3E:D5:4D:A4:4A:F6:BA:3F,MRS,10013,True
eng,10016,b2ml28024,8C-16-45-88-E7-0B,JR6082789079,192.168.0.149,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwR4PTHfFhcBTZsa5BmcvvIfWpwYGz/72j64p97bl3SNaOPXUVGkouV0zojTMKTlP9ql3C7b2erpZNgmiTVHwCsuhIjls+XjajxGZkblR36fzqb62PUjtscORNyrRPQMjQyZR/nywaRs1j4QWs0HfGKlCcJOUE1P0VIRFvwp00NPwKMe29srStK69h7hDgmWpLpBQg2WC2YjCbnONNyxVCNNwhgmS0AFonLlKOnhLBnMkc/XvAymWuT5tJ0g3rBC5v4P82OjK6sdLUljaYzBo5AgGy+GwcFq9OvkREchTi9uO4IVVr9j43Hn4bSPP+QApCsfGgeFU4gWxeBuQNvkU0QIDAQAB,B1:1E:47:DB:5A:4A:35:16:1F:5F:2E:28:4C:86:4C:FF:FD:D8:C1:46:6D:50:27:20:D0:AF:27:77:BA:C4:ED:96,MRS,10013,True
eng,10017,machine 17,B4-69-21-5A-DB-C4,SA3722889241,192.168.0.127,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA89ENEfop82eTYWaPRg0v8z6mqdFWXAe6gt8nLsCSsF5qhD4ZcBbob+QeACMLvRoVJW5wB9wDioUtcRAcXpF0YB4RI9AUs7k1B4khvk0i5KNOmjPMV12xWq+9lmfLzEwm0uTUVUMA5In0ECeBhg7E26UQP7f8izzeoawzHPgfHQWR4k8GzZvtyeNlljmSEGtzLfRBV948gCC3PUZdUTbi8sT79P5IpKQ9hioRjiX6m7+vD4NtfeGowmFdtWKHIaembrtNLc9wVDGvi/B/YgRbStrs99ep512GMa3jp0dn8F8xsG2Im3JpbfMW7ksvqfIkVzTDQzMq4rU8+UZNiNoTQwIDAQAB,FD:CA:92:DB:90:D6:89:36:AD:52:51:9C:56:C5:71:D5:EF:2A:9E:F3:AE:21:D4:BB:C5:CC:ED:AD:9C:38:5F:5F,SOS,10014,True
eng,10018,b2ml30367,E8-6A-64-1D-48-B7,RR2683722548,192.168.0.248,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnbiKpVXfwymweG5MgrJCSZxU5neRdPYXJNziXgJ+YGwr6coi0GCc5fxn6Pd45sOg6AJBfKminCLYoEO6NU3u0kwEVmkQCSDHoDIZgvocnlq5t0Jcb0gddG32NDsFYgpYjPZMMbH5/OMU7iitjwnI8De/e8b8ZPoJ2jTGBxAHEhDQOVx5B5H7qPqIKkWjytehvFpExVmoYI9Rnz3RnXdbVT72CMw+nE1iXaWziXPuyivyf5qLTGNqL+sjTtjV//Uiv+/yMOKrXQ9PrO3BjNq0BXqSsG5DSoZHJxYdAhqRrVjXMnfSZgMLu+6IVjhR8pJxSnuMfhLrJZ4LVW4xCBcKJQIDAQAB,18:14:90:FE:7E:55:68:D6:9C:59:1C:DB:44:8B:4E:E2:0F:0A:5C:5F:54:24:81:08:BA:2F:F5:70:A3:35:E2:AD,SOS,10014,True
eng,10019,b2ml27226,8C-16-45-59-69-09,PO6528391346,192.168.0.121,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAupiZrx5uZewq14zR1JdgwIEbuGyMAsMQPrrpO2ofkJ1q3u/HAy+oOe+jMUEK2HXIRsgXylboZVZd3KRzwwP4BKb6W/S+Iq2FzsPTH2AluSSbXtyCRIoBluS0vTe3v9O++vw8pHfUSg4yrXsALG1JYueCt1dQzOsFXAHWX6vEKrMdrY/gyATlh0KSXyX1vkhX0dg+e7dLGZXdL1SVOkxkvoFCLZgcQLsTdHaz+oA0htiBqkbEL3NspZrIrVNbj+j4iJiDRo2abVu1h3ayig8/1ri0rj07aY2kYXjo5tq9KRIo2qr9lIQdcZcDyTMN94QZcqvVUQf1428a+/qachS3SQIDAQAB,16:57:3E:C4:70:A2:40:C9:28:99:0A:10:2F:00:4C:93:0F:A4:B1:61:66:7A:B5:60:44:8A:37:04:D1:4E:72:20,SOS,10015,True
eng,10020,desktop-dip4206,54-8C-A0-99-06-47,FB5962911652,192.168.0.215,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuFmFfCvU8XCCVeD/ItQ9Vt/ZVAQK4eMM4tMK4AiX9+doFw3f1VYGtBRPnDIvC0kLl+ZbFvfLUWebHRzQjxZJ546dQ0ngpm72U6sJyuIPlkF2ub4dMLG3+Q2xynvtinvsiN6R32PhlCfsgO0avdFXEHuBlw1NC+S33k3s2NvL3n2FA3KEgOS8s6kge7EakvEesjHNVeQSnCbDXEzZSnTG0yue8e9N7T1N7x20vxriQvydsnp5BaXFhrn3osuL5WJJqw6sDUNfdbgfiRKFDIhimHNJxreTN6PWS7WcFlW3giJQmfW6XG1vo+gg3zVxgnGiV0lttCH7RLyoDcLKJHiZawIDAQAB,CE:DF:FB:1E:F3:D6:80:C0:E8:9A:E9:93:B7:1C:14:B3:73:97:E9:AD:B3:85:C0:9A:B2:2F:68:62:BA:36:F7:8F,SOS,10015,True
eng,10021,a2ml19525,F4-30-B9-D4-CD-6F,FB5962911653,192.168.0.874,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2k/swrRYwdO04DzSwe0q1NekQtCy52nCisBifhE3R4xgwdZ+Tyhg9jOo5Yf41eYUQ6G387bjnJEsbeIZ5G3pAXRkqFSkZzz44VaPsJs1XB6DW+PONBD+3zVZWMjXlqWqlWL5YRmL8w3NDjRfDNJXxtousI/0XY27OcYuxjyj2AeIron1uA7ITs8YLOYS5wfb+gIGuEaHxFlVufwxZNz2Uw/CtD7bPXuAzU8PyZgcFFUrltM66XBHDsIWCKDl12rB0oBx1kklzCAoT8s7YaiwzJvf1IvwgkwiioEMDB83ir300YNt26xbO8TMou62cL1zNKZA9YKrezKnFsenUj7l+QIDAQAB,9B:5B:94:48:1A:21:B1:28:B7:66:7C:24:F5:97:E6:75:0B:2F:A3:DC:2D:79:BF:CD:41:F9:BC:81:EE:6C:19:F3,NTH,10002,True
eng,10022,a2ml30049,B4-69-21-7E-34-4D,FB5962911654,192.168.0.721,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqWQB9a2s1HVvcVGnEcbQZTCd6t6Dpxb07cswnk7TksuzzFen9LRxsWXGO4kf8VW9tQMSEA9RrS3y0epbZC3uHa1rEBES52uQWXQxU1DSTRbAOHFLdhGeOWaid6CSoRoooyymphaK/mPMTACe4SKg0kqUi4Fka3h60GaRZUfgaOb4GlmoxPuxJA3XsgOfzdX6Vjlbj5E78wGkHu8FRPLhKIdvo4cnQ5h26uTrlthpx3FTT31cpmzk6LmGnBUY0PAX/lZtdGAWj/XBuCZ4EuDSzYEqp5qg781mdwABw/ExgbA42gPE8DlOxm/EgmEDqItzF+6W49qHiJXz5AnRl9auuwIDAQAB,F6:05:D5:48:CF:E7:E6:DA:9F:37:03:0C:D9:4B:1A:5C:6F:C5:34:38:05:8D:AA:38:F1:1A:38:B9:55:5F:46:F0,NTH,10003,True
eng,10023,machine 23,E4-A4-71-CE-BA-93,FB5962911655,192.168.0.841,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAjM1qopF4KuvoXH/UXYQlN9alkpDTnfNGjEihTJNKCc7FprCz5kn5UAVUIJy2mA6Nn7XMKH3VP538oK+i3AUc8sPNpvtDArUseMkIv+1VHcYcorHXgErMJ5zYLQyVaT9mf82XKeQY60qAR5Bo4TEesQNAukiV9em4M+UTzJhgyqedXpgYZ49FGGREt0vzpEnjwT9p0XVVUKgaOvH3WtVsCIooPizh8eeJ9hDARuhJ1vE0yu/hBzG2LX9NGe7QlE8KblAulOgjpOeDpzDdbGSKTg1HZp7ZyHrJKM96RwN486RghIw70y/nMnBaTvD07XbirWu5r0suQp+k8f3o1AJOPwIDAQAB,B1:B7:09:AC:74:CE:76:FE:DA:1A:31:84:55:55:E3:EA:FC:D3:53:80:89:2E:78:8C:5A:BC:84:38:8C:96:94:3F,RSK,10004,True
eng,10024,b2ml24784,54-E1-AD-EA-30-C9,FB5962911656,192.168.0.186,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnDprpzcyODEt9PV1pqSMx1ji6k3vZvCy8T/Xl44js7EbDG2vKvWS8SREXPI7IzNX6vkBLUosA3sWxORQHrtERjDoBcryZoXj5+cfFxPKQd1tuEtiJ1l5aJFJjcKlfq7O0n5z+wZ8OyCCr7Jk5jxVYc9nH1TC+0s+okl9ZIbsA6wE3LDcZhEEi4aoT735DFoInex4Um7zO2iRGPHDJ3E+4Yeq9TX8WtaAwPPB+Ne3ra7P4DBnOA1uB0x9ou+s7f3bdrjiXmxseIhNsCaDIrkKuav7/UsOVv8mXK82q0JPGcqduYAB42QtWjJynbq25wYTFw/WICbSyfgYUezoS2cDCQIDAQAB,B2:05:D2:AF:65:44:B9:63:02:EC:D1:4A:59:0C:CF:3B:8C:31:69:B7:7A:88:07:9E:F0:90:FD:77:00:B1:E1:2A,NTH,10003,True
eng,10025,machine 25,98-E7-F4-2D-BB-80,FB5962911657,192.168.0.627,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAm+camPIb7XvmzLAUAIrv2da3wSl05nST0KbM4G1Bdy5pwmedPwrOpATPiRZq9qvIlAL/N1rsqur0mGZSf6KrgZ3aZQ180ocS3UvhE7Ic50navsVNV0IooZj40xmLEmWBZgR/BYaljrV/XU/VQribb+wmR51TgRbaO/Bm83vqwAxfEnV+mrUtHyRNw+pTUNE9d93V1xAfCW4/9VssLJMYSH0FXfevRWXle0zFATQduBnq9PuDhDGwCWYU7sCbmXchx5aUlDrE0gULgTrAahZcNTs1XD/sNOdepJ8skLYTI5fLkCkNfDfbtm09dtptj+vrIXiRarfcQRI6glil7VLPYwIDAQAB,4A:37:0A:27:F6:78:90:8C:DA:A8:64:5B:1A:CE:EA:BD:E6:CF:DD:37:9D:06:73:72:27:B4:C7:8C:D2:35:07:11,ORT,10006,True
eng,10026,a2ml16049,58-20-B1-D6-C3-BE,FB5962911658,192.168.0.879,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAhSYSqxRi2swYiIs/gNNURaJ0Z/EtRItCKIzVIIQKWSabaRdZFru/IErpzXyOYptdqAD8dQEZlEUUCPz9aOGdA4XX/7EJDbqsfZNqYDPap7fyxGO//Py9VKbMag876SQgtShUqU1U+6Nh/NxTLjVrlP+g3kg92DTzC9Hljg/27szs1JOJ9+Md2Kp3bXnIc77W9f2VboZUT6AuxGgnI/mtAEAkRDEmYP/mHOeuhTDLaUlJveXGKy5lBiMxktE1oml7NYGEdXBJd+7nNigdGinGLkvAa95aJ1dwwPmnbUfSjMRyhQfIomMfGiBcZjjqm0bsuGD7x/IGyBJ0raoHrEJNOwIDAQAB,94:7B:3E:FA:E9:11:9A:CF:B9:B3:02:82:0D:21:44:4E:F8:9F:C8:A3:15:F2:3C:58:CE:29:F0:D6:3E:E6:8B:A7,NTH,10007,True
eng,10027,b2ml26373,8C-16-45-38-F0-25,FB5962911659,192.168.0.628,1001,MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAmEk3KbKP4GLjdev4unV5K84HXEvPMaWiPTKsBg5YnC4W2TFZJ8fSCyDdA2skBIyWf/4+HOJUMo3pHfdGz0E8kCAKSf1saubyBdtK7E2spArz+GEIzVXVTpIRo9IF5ohw/CgPc909jPIm2aTU7h29EjqjAfx1ajZqiMlNbo9/HH2CvFSGyPitCFdI9vvh9QwaUTxpSIm4frex2ZlKUJQQbWj3aDK+uw6i2oxk25YxJ1w5KodwLAtHypaUxn0uESFyb0gfYYnHMbRgUrdHfAwr2rw9vfDATPnBcXou2Ge1vEd/NjDrAM6GhwLTCs84+cmBLLYgkOYDqT9q3D0Duz2LxwIDAQAB,EC:70:85:7A:BB:07:5E:9D:A9:63:94:01:A5:68:F0:47:56:1D:C3:C3:AE:29:90:93:5A:91:25:04:EB:F7:3A:65,STH,10008,True
