lang_code,id,location_code,holiday_date,holiday_name,holiday_desc,is_active
eng,2000044,KTA,10/5/2019,Saturday - Weekend,Weekend,True
eng,2000045,KTA,10/6/2019,Sunday - Weekend,Weekend,True
eng,2000046,KTA,10/12/2019,Saturday - Weekend,Weekend,True
eng,2000047,KTA,10/13/2019,Sunday - Weekend,Weekend,True
eng,2000048,KTA,10/19/2019,Saturday - Weekend,Weekend,True
eng,2000049,KTA,10/20/2019,Sunday - Weekend,Weekend,True
eng,2000050,KTA,10/26/2019,Saturday - Weekend,Weekend,True
eng,2000051,KTA,10/27/2019,Sunday - Weekend,Weekend,True
eng,2000052,KTA,11/2/2019,Saturday - Weekend,Weekend,True
eng,2000053,KTA,11/3/2019,Sunday - Weekend,Weekend,True
eng,2000054,KTA,11/9/2019,Saturday - Weekend,Weekend,True
eng,2000055,KTA,11/10/2019,Sunday - Weekend,Weekend,True
eng,2000056,KTA,11/16/2019,Saturday - Weekend,Weekend,True
eng,2000057,KTA,11/17/2019,Sunday - Weekend,Weekend,True
eng,2000058,KTA,11/23/2019,Saturday - Weekend,Weekend,True
eng,2000059,KTA,11/24/2019,Sunday - Weekend,Weekend,True
eng,2000060,KTA,11/30/2019,Saturday - Weekend,Weekend,True
eng,2000061,KTA,12/1/2019,Sunday - Weekend,Weekend,True
eng,2000062,KTA,12/7/2019,Saturday - Weekend,Weekend,True
eng,2000063,KTA,12/8/2019,Sunday - Weekend,Weekend,True
eng,2000064,KTA,12/14/2019,Saturday - Weekend,Weekend,True
eng,2000065,KTA,12/15/2019,Sunday - Weekend,Weekend,True
eng,2000066,KTA,12/21/2019,Saturday - Weekend,Weekend,True
eng,2000067,KTA,12/22/2019,Sunday - Weekend,Weekend,True
eng,2000068,KTA,12/28/2019,Saturday - Weekend,Weekend,True
eng,2000069,KTA,12/29/2019,Sunday - Weekend,Weekend,True
fra,2000014,KTA,6/22/2019,Samedi - fin de semaine,Weekend,True
fra,2000015,KTA,6/23/2019,Dimanche - fin de semaine,Weekend,True
fra,2000016,KTA,6/29/2019,Samedi - fin de semaine,Weekend,True
fra,2000017,KTA,6/30/2019,Dimanche - fin de semaine,Weekend,True
fra,2000018,KTA,7/6/2019,Samedi - fin de semaine,Weekend,True
fra,2000019,KTA,7/7/2019,Dimanche - fin de semaine,Weekend,True
fra,2000020,KTA,7/13/2019,Samedi - fin de semaine,Weekend,True
fra,2000021,KTA,7/14/2019,Dimanche - fin de semaine,Weekend,True
fra,2000022,KTA,7/20/2019,Samedi - fin de semaine,Weekend,True
fra,2000023,KTA,7/21/2019,Dimanche - fin de semaine,Weekend,True
fra,2000024,KTA,7/27/2019,Samedi - fin de semaine,Weekend,True
fra,2000025,KTA,7/28/2019,Dimanche - fin de semaine,Weekend,True
fra,2000026,KTA,8/3/2019,Samedi - fin de semaine,Weekend,True
fra,2000027,KTA,8/4/2019,Dimanche - fin de semaine,Weekend,True
fra,2000028,KTA,8/10/2019,Samedi - fin de semaine,Weekend,True
fra,2000029,KTA,8/11/2019,Dimanche - fin de semaine,Weekend,True
fra,2000030,KTA,8/17/2019,Samedi - fin de semaine,Weekend,True
fra,2000031,KTA,8/18/2019,Dimanche - fin de semaine,Weekend,True
fra,2000032,KTA,8/24/2019,Samedi - fin de semaine,Weekend,True
fra,2000033,KTA,8/25/2019,Dimanche - fin de semaine,Weekend,True
fra,2000034,KTA,8/31/2019,Samedi - fin de semaine,Weekend,True
fra,2000035,KTA,9/1/2019,Dimanche - fin de semaine,Weekend,True
fra,2000036,KTA,9/7/2019,Samedi - fin de semaine,Weekend,True
fra,2000037,KTA,9/8/2019,Dimanche - fin de semaine,Weekend,True
fra,2000038,KTA,9/14/2019,Samedi - fin de semaine,Weekend,True
fra,2000039,KTA,9/15/2019,Dimanche - fin de semaine,Weekend,True
fra,2000040,KTA,9/21/2019,Samedi - fin de semaine,Weekend,True
fra,2000041,KTA,9/22/2019,Dimanche - fin de semaine,Weekend,True
fra,2000042,KTA,9/28/2019,Samedi - fin de semaine,Weekend,True
fra,2000043,KTA,9/29/2019,Dimanche - fin de semaine,Weekend,True
fra,2000044,KTA,10/5/2019,Samedi - fin de semaine,Weekend,True
fra,2000045,KTA,10/6/2019,Dimanche - fin de semaine,Weekend,True
fra,2000046,KTA,10/12/2019,Samedi - fin de semaine,Weekend,True
fra,2000047,KTA,10/13/2019,Dimanche - fin de semaine,Weekend,True
fra,2000048,KTA,10/19/2019,Samedi - fin de semaine,Weekend,True
fra,2000049,KTA,10/20/2019,Dimanche - fin de semaine,Weekend,True
fra,2000050,KTA,10/26/2019,Samedi - fin de semaine,Weekend,True
fra,2000051,KTA,10/27/2019,Dimanche - fin de semaine,Weekend,True
fra,2000052,KTA,11/2/2019,Samedi - fin de semaine,Weekend,True
fra,2000053,KTA,11/3/2019,Dimanche - fin de semaine,Weekend,True
fra,2000054,KTA,11/9/2019,Samedi - fin de semaine,Weekend,True
fra,2000055,KTA,11/10/2019,Dimanche - fin de semaine,Weekend,True
fra,2000056,KTA,11/16/2019,Samedi - fin de semaine,Weekend,True
fra,2000057,KTA,11/17/2019,Dimanche - fin de semaine,Weekend,True
fra,2000058,KTA,11/23/2019,Samedi - fin de semaine,Weekend,True
fra,2000059,KTA,11/24/2019,Dimanche - fin de semaine,Weekend,True
fra,2000060,KTA,11/30/2019,Samedi - fin de semaine,Weekend,True
fra,2000061,KTA,12/1/2019,Dimanche - fin de semaine,Weekend,True
fra,2000062,KTA,12/7/2019,Samedi - fin de semaine,Weekend,True
fra,2000063,KTA,12/8/2019,Dimanche - fin de semaine,Weekend,True
fra,2000064,KTA,12/14/2019,Samedi - fin de semaine,Weekend,True
fra,2000065,KTA,12/15/2019,Dimanche - fin de semaine,Weekend,True
fra,2000066,KTA,12/21/2019,Samedi - fin de semaine,Weekend,True
fra,2000067,KTA,12/22/2019,Dimanche - fin de semaine,Weekend,True
fra,2000068,KTA,12/28/2019,Samedi - fin de semaine,Weekend,True
fra,2000069,KTA,12/29/2019,Dimanche - fin de semaine,Weekend,True
eng,2000014,RBT,6/22/2019,Saturday - Weekend,Weekend,True
eng,2000015,RBT,6/23/2019,Sunday - Weekend,Weekend,True
eng,2000016,RBT,6/29/2019,Saturday - Weekend,Weekend,True
eng,2000017,RBT,6/30/2019,Sunday - Weekend,Weekend,True
eng,2000018,RBT,7/6/2019,Saturday - Weekend,Weekend,True
eng,2000019,RBT,7/7/2019,Sunday - Weekend,Weekend,True
eng,2000020,RBT,7/13/2019,Saturday - Weekend,Weekend,True
eng,2000021,RBT,7/14/2019,Sunday - Weekend,Weekend,True
eng,2000022,RBT,7/20/2019,Saturday - Weekend,Weekend,True
eng,2000023,RBT,7/21/2019,Sunday - Weekend,Weekend,True
eng,2000024,RBT,7/27/2019,Saturday - Weekend,Weekend,True
eng,2000025,RBT,7/28/2019,Sunday - Weekend,Weekend,True
eng,2000026,RBT,8/3/2019,Saturday - Weekend,Weekend,True
eng,2000027,RBT,8/4/2019,Sunday - Weekend,Weekend,True
eng,2000028,RBT,8/10/2019,Saturday - Weekend,Weekend,True
eng,2000029,RBT,8/11/2019,Sunday - Weekend,Weekend,True
eng,2000030,RBT,8/17/2019,Saturday - Weekend,Weekend,True
eng,2000031,RBT,8/18/2019,Sunday - Weekend,Weekend,True
eng,2000032,RBT,8/24/2019,Saturday - Weekend,Weekend,True
eng,2000033,RBT,8/25/2019,Sunday - Weekend,Weekend,True
eng,2000034,RBT,8/31/2019,Saturday - Weekend,Weekend,True
eng,2000035,RBT,9/1/2019,Sunday - Weekend,Weekend,True
eng,2000036,RBT,9/7/2019,Saturday - Weekend,Weekend,True
eng,2000037,RBT,9/8/2019,Sunday - Weekend,Weekend,True
eng,2000038,RBT,9/14/2019,Saturday - Weekend,Weekend,True
eng,2000039,RBT,9/15/2019,Sunday - Weekend,Weekend,True
eng,2000040,RBT,9/21/2019,Saturday - Weekend,Weekend,True
eng,2000041,RBT,9/22/2019,Sunday - Weekend,Weekend,True
eng,2000042,RBT,9/28/2019,Saturday - Weekend,Weekend,True
eng,2000043,RBT,9/29/2019,Sunday - Weekend,Weekend,True
eng,2000044,RBT,10/5/2019,Saturday - Weekend,Weekend,True
eng,2000045,RBT,10/6/2019,Sunday - Weekend,Weekend,True
eng,2000046,RBT,10/12/2019,Saturday - Weekend,Weekend,True
eng,2000047,RBT,10/13/2019,Sunday - Weekend,Weekend,True
eng,2000048,RBT,10/19/2019,Saturday - Weekend,Weekend,True
eng,2000049,RBT,10/20/2019,Sunday - Weekend,Weekend,True
eng,2000050,RBT,10/26/2019,Saturday - Weekend,Weekend,True
eng,2000051,RBT,10/27/2019,Sunday - Weekend,Weekend,True
eng,2000052,RBT,11/2/2019,Saturday - Weekend,Weekend,True
eng,2000053,RBT,11/3/2019,Sunday - Weekend,Weekend,True
eng,2000054,RBT,11/9/2019,Saturday - Weekend,Weekend,True
eng,2000055,RBT,11/10/2019,Sunday - Weekend,Weekend,True
eng,2000056,RBT,11/16/2019,Saturday - Weekend,Weekend,True
eng,2000057,RBT,11/17/2019,Sunday - Weekend,Weekend,True
eng,2000058,RBT,11/23/2019,Saturday - Weekend,Weekend,True
eng,2000059,RBT,11/24/2019,Sunday - Weekend,Weekend,True
eng,2000060,RBT,11/30/2019,Saturday - Weekend,Weekend,True
eng,2000061,RBT,12/1/2019,Sunday - Weekend,Weekend,True
eng,2000062,RBT,12/7/2019,Saturday - Weekend,Weekend,True
eng,2000063,RBT,12/8/2019,Sunday - Weekend,Weekend,True
eng,2000064,RBT,12/14/2019,Saturday - Weekend,Weekend,True
eng,2000065,RBT,12/15/2019,Sunday - Weekend,Weekend,True
eng,2000066,RBT,12/21/2019,Saturday - Weekend,Weekend,True
eng,2000067,RBT,12/22/2019,Sunday - Weekend,Weekend,True
eng,2000068,RBT,12/28/2019,Saturday - Weekend,Weekend,True
eng,2000069,RBT,12/29/2019,Sunday - Weekend,Weekend,True
fra,2000014,RBT,6/22/2019,Samedi - fin de semaine,Weekend,True
fra,2000015,RBT,6/23/2019,Dimanche - fin de semaine,Weekend,True
fra,2000016,RBT,6/29/2019,Samedi - fin de semaine,Weekend,True
fra,2000017,RBT,6/30/2019,Dimanche - fin de semaine,Weekend,True
fra,2000018,RBT,7/6/2019,Samedi - fin de semaine,Weekend,True
fra,2000019,RBT,7/7/2019,Dimanche - fin de semaine,Weekend,True
fra,2000020,RBT,7/13/2019,Samedi - fin de semaine,Weekend,True
fra,2000021,RBT,7/14/2019,Dimanche - fin de semaine,Weekend,True
fra,2000022,RBT,7/20/2019,Samedi - fin de semaine,Weekend,True
fra,2000023,RBT,7/21/2019,Dimanche - fin de semaine,Weekend,True
fra,2000024,RBT,7/27/2019,Samedi - fin de semaine,Weekend,True
fra,2000025,RBT,7/28/2019,Dimanche - fin de semaine,Weekend,True
fra,2000026,RBT,8/3/2019,Samedi - fin de semaine,Weekend,True
fra,2000027,RBT,8/4/2019,Dimanche - fin de semaine,Weekend,True
fra,2000028,RBT,8/10/2019,Samedi - fin de semaine,Weekend,True
fra,2000029,RBT,8/11/2019,Dimanche - fin de semaine,Weekend,True
fra,2000030,RBT,8/17/2019,Samedi - fin de semaine,Weekend,True
fra,2000031,RBT,8/18/2019,Dimanche - fin de semaine,Weekend,True
fra,2000032,RBT,8/24/2019,Samedi - fin de semaine,Weekend,True
fra,2000033,RBT,8/25/2019,Dimanche - fin de semaine,Weekend,True
fra,2000034,RBT,8/31/2019,Samedi - fin de semaine,Weekend,True
fra,2000035,RBT,9/1/2019,Dimanche - fin de semaine,Weekend,True
fra,2000036,RBT,9/7/2019,Samedi - fin de semaine,Weekend,True
fra,2000037,RBT,9/8/2019,Dimanche - fin de semaine,Weekend,True
fra,2000038,RBT,9/14/2019,Samedi - fin de semaine,Weekend,True
fra,2000039,RBT,9/15/2019,Dimanche - fin de semaine,Weekend,True
fra,2000040,RBT,9/21/2019,Samedi - fin de semaine,Weekend,True
fra,2000041,RBT,9/22/2019,Dimanche - fin de semaine,Weekend,True
fra,2000042,RBT,9/28/2019,Samedi - fin de semaine,Weekend,True
fra,2000043,RBT,9/29/2019,Dimanche - fin de semaine,Weekend,True
fra,2000044,RBT,10/5/2019,Samedi - fin de semaine,Weekend,True
fra,2000045,RBT,10/6/2019,Dimanche - fin de semaine,Weekend,True
fra,2000046,RBT,10/12/2019,Samedi - fin de semaine,Weekend,True
fra,2000047,RBT,10/13/2019,Dimanche - fin de semaine,Weekend,True
fra,2000048,RBT,10/19/2019,Samedi - fin de semaine,Weekend,True
fra,2000049,RBT,10/20/2019,Dimanche - fin de semaine,Weekend,True
fra,2000050,RBT,10/26/2019,Samedi - fin de semaine,Weekend,True
fra,2000051,RBT,10/27/2019,Dimanche - fin de semaine,Weekend,True
fra,2000052,RBT,11/2/2019,Samedi - fin de semaine,Weekend,True
fra,2000053,RBT,11/3/2019,Dimanche - fin de semaine,Weekend,True
fra,2000054,RBT,11/9/2019,Samedi - fin de semaine,Weekend,True
fra,2000055,RBT,11/10/2019,Dimanche - fin de semaine,Weekend,True
fra,2000056,RBT,11/16/2019,Samedi - fin de semaine,Weekend,True
fra,2000057,RBT,11/17/2019,Dimanche - fin de semaine,Weekend,True
fra,2000058,RBT,11/23/2019,Samedi - fin de semaine,Weekend,True
fra,2000059,RBT,11/24/2019,Dimanche - fin de semaine,Weekend,True
fra,2000060,RBT,11/30/2019,Samedi - fin de semaine,Weekend,True
fra,2000061,RBT,12/1/2019,Dimanche - fin de semaine,Weekend,True
fra,2000062,RBT,12/7/2019,Samedi - fin de semaine,Weekend,True
fra,2000063,RBT,12/8/2019,Dimanche - fin de semaine,Weekend,True
fra,2000064,RBT,12/14/2019,Samedi - fin de semaine,Weekend,True
fra,2000065,RBT,12/15/2019,Dimanche - fin de semaine,Weekend,True
fra,2000066,RBT,12/21/2019,Samedi - fin de semaine,Weekend,True
fra,2000067,RBT,12/22/2019,Dimanche - fin de semaine,Weekend,True
fra,2000068,RBT,12/28/2019,Samedi - fin de semaine,Weekend,True
fra,2000069,RBT,12/29/2019,Dimanche - fin de semaine,Weekend,True
