code,descr,lang_code,is_active,cr_by,cr_dtimes
RPR_DUP_UIN_EMAIL,قالب لبريد إلكتروني مكرر الهوية,ara,TRUE,superadmin,now()
RPR_DUP_UIN_SMS,قالب لرسالة الهوية المكررة,ara,TRUE,superadmin,now()
RPR_TEC_ISSUE_EMAIL,نموذج للبريد الإلكتروني لمشكلة فنية,ara,TRUE,superadmin,now()
RPR_TEC_ISSUE_SMS,قالب لرسالة المشكلة الفنية,ara,TRUE,superadmin,now()
RPR_UIN_GEN_EMAIL,قالب لتوليد الهوية البريد الإلكتروني,ara,TRUE,superadmin,now()
RPR_UIN_GEN_SMS,قالب لرسالة توليد الهوية,ara,TRUE,superadmin,now()
RPR_UIN_UPD_EMAIL,قالب للحصول على تفاصيل التحديث,ara,TRUE,superadmin,now()
RPR_UIN_UPD_SMS,قالب لتحديث تفاصيل الرسالة,ara,TRUE,superadmin,now()
RPR_DUP_UIN_EMAIL,Modèle de courrier didentité en double,fra,TRUE,superadmin,now()
RPR_DUP_UIN_SMS,Modèle de message didentité en double,fra,TRUE,superadmin,now()
RPR_TEC_ISSUE_EMAIL,Modèle pour courrier électronique de problème technique,fra,TRUE,superadmin,now()
RPR_TEC_ISSUE_SMS,Modèle de message de problème technique,fra,TRUE,superadmin,now()
RPR_UIN_GEN_EMAIL,Modèle de courrier électronique de génération didentité,fra,TRUE,superadmin,now()
RPR_UIN_GEN_SMS,Modèle de message de génération didentité,fra,TRUE,superadmin,now()
RPR_UIN_UPD_EMAIL,Modèle pour les détails de la mise à jour Email,fra,TRUE,superadmin,now()
RPR_UIN_UPD_SMS,Modèle pour la mise à jour Détails Message,fra,TRUE,superadmin,now()
NewReg-email-content-template,Template for new registration Email Content,eng,TRUE,superadmin,now()
NewReg-email-subject-template,Template for new registration Email Subject,eng,TRUE,superadmin,now()
NewReg-sms-template,Template for new registration SMS,eng,TRUE,superadmin,now()
OTP-email-content-template,Template for OTP generation Email Content,eng,TRUE,superadmin,now()
OTP-email-subject-template,Template for OTP generation Email Subject,eng,TRUE,superadmin,now()
OTP-sms-template,Template for OTP SMS,eng,TRUE,superadmin,now()
Update-email-content-template,Template for update registration Email Content,eng,TRUE,superadmin,now()
Update-email-subject-template,Template for update registration Email Subject,eng,TRUE,superadmin,now()
Update-sms-template,Template for update registration SMS,eng,TRUE,superadmin,now()
NewReg-email-content-template,قالب للتسجيل الجديد محتوى البريد الإلكتروني,ara,TRUE,superadmin,now()
NewReg-email-subject-template,قالب للتسجيل الجديد البريد الإلكتروني الموضوع,ara,TRUE,superadmin,now()
NewReg-sms-template,قالب لرسالة التسجيل الجديدة,ara,TRUE,superadmin,now()
OTP-email-content-template,قالب لتوليد OTP محتوى البريد الإلكتروني,ara,TRUE,superadmin,now()
OTP-email-subject-template,قالب لتوليد OTP البريد الإلكتروني الموضوع,ara,TRUE,superadmin,now()
OTP-sms-template,قالب لرسالة OTP,ara,TRUE,superadmin,now()
Update-email-content-template,قالب لتحديث تسجيل محتوى البريد الإلكتروني,ara,TRUE,superadmin,now()
Update-email-subject-template,قالب لتسجيل التحديث البريد الإلكتروني الموضوع,ara,TRUE,superadmin,now()
Update-sms-template,قالب لرسالة تسجيل التحديث,ara,TRUE,superadmin,now()
NewReg-email-content-template,Modèle pour nouvelle inscription Email Content,fra,TRUE,superadmin,now()
NewReg-email-subject-template,Modèle pour nouvelle inscription Objet de le-mail,fra,TRUE,superadmin,now()
NewReg-sms-template,Modèle de nouvelle inscription SMS,fra,TRUE,superadmin,now()
OTP-email-content-template,Modèle de contenu de courrier électronique de génération dOTP,fra,TRUE,superadmin,now()
OTP-email-subject-template,Modèle pour le sujet de-mail de génération dOTP,fra,TRUE,superadmin,now()
OTP-sms-template,Modèle pour SMS OTP,fra,TRUE,superadmin,now()
Update-email-content-template,Modèle pour lenregistrement de la mise à jour,fra,TRUE,superadmin,now()
Update-email-subject-template,Modèle denregistrement de mise à jour Objet de le-mail,fra,TRUE,superadmin,now()
Update-sms-template,Modèle pour SMS denregistrement de mise à jour,fra,TRUE,superadmin,now()
Email-Acknowledgement,Template for Email Acknowledgement,eng,TRUE,superadmin,now()
Onscreen-Acknowledgement,Template for Onscreen Acknowledgment,eng,TRUE,superadmin,now()
otp-email-content-template,Template for OTP Email Content,eng,TRUE,superadmin,now()
otp-email-subject-template,Template for OTP Email Subject,eng,TRUE,superadmin,now()
otp-sms-template,Template for OTP SMS,eng,TRUE,superadmin,now()
SMS-Acknowledgement,Template for SMS Acknowledgement,eng,TRUE,superadmin,now()
Email-Acknowledgement,قالب لتأكيد البريد الإلكتروني,ara,TRUE,superadmin,now()
Onscreen-Acknowledgement,قالب للشاشة شكر وتقدير,ara,TRUE,superadmin,now()
otp-email-content-template,قالب لمحتوى البريد الإلكتروني OTP,ara,TRUE,superadmin,now()
otp-email-subject-template,قالب لموضوع البريد الإلكتروني OTP,ara,TRUE,superadmin,now()
otp-sms-template,قالب ل OTP SMS,ara,TRUE,superadmin,now()
SMS-Acknowledgement,قالب للإشعار SMS,ara,TRUE,superadmin,now()
Email-Acknowledgement,Template for email confirmation,fra,TRUE,superadmin,now()
Onscreen-Acknowledgement,On-screen recognition template,fra,TRUE,superadmin,now()
otp-email-content-template,OTP Email Content Template,fra,TRUE,superadmin,now()
otp-email-subject-template,Template for OTP email subject,fra,TRUE,superadmin,now()
otp-sms-template,Template for OTP SMS,fra,TRUE,superadmin,now()
SMS-Acknowledgement,Template for SMS Acknowledgment,fra,TRUE,superadmin,now()
Acknowledgement-email-subject,Template for email subject of Acknowledgement,eng,TRUE,superadmin,now()
Acknowledgement-email-subject,قالب للتسليم البريد الكتروني الموضوع,ara,TRUE,superadmin,now()
Acknowledgement-email-subject,Modèle pour le sujet d'email d'accusé de réception,fra,TRUE,superadmin,now()
RPR_UIN_CARD_TEMPLATE,UIN card template,eng,TRUE,superadmin,now()
RPR_UIN_CARD_TEMPLATE,قالب بطاقة UIN,ara,TRUE,superadmin,now()
RPR_UIN_CARD_TEMPLATE,Modèle de carte UIN,fra,TRUE,superadmin,now()
RPR_UIN_DEAC_SMS,Template for UIN Deactivation SMS,eng,TRUE,superadmin,now()
RPR_UIN_DEAC_SMS,قالب لتعطيل UIN SMS,ara,TRUE,superadmin,now()
RPR_UIN_DEAC_SMS,Modèle pour SMS de désactivation UIN,fra,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL,Template for UIN Deactivation Email,eng,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL,قالب لإلغاء تنشيط البريد,ara,TRUE,superadmin,now()
RPR_UIN_DEAC_EMAIL,Modèle pour Email de désactivation UIN,fra,TRUE,superadmin,now()
RPR_UIN_REAC_SMS,Template for UIN Reactivate SMS,eng,TRUE,superadmin,now()
RPR_UIN_REAC_SMS,قالب لـ UIN تنشيط SMS,ara,TRUE,superadmin,now()
RPR_UIN_REAC_SMS,Modèle pour UIN Réactiver SMS,fra,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL,Template for UIN Reactivate Email,eng,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL,قالب لـ UIN تنشيط البريد,ara,TRUE,superadmin,now()
RPR_UIN_REAC_EMAIL,Modèle pour UIN Réactiver Email,fra,TRUE,superadmin,now()
reg-sms-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
reg-sms-notification,نموذج شكر التسجيل,ara,TRUE,superadmin,now()
reg-sms-notification,accusé de réception,fra,TRUE,superadmin,now()
reg-email-notification,Registration Acknowledgement Template,eng,TRUE,superadmin,now()
reg-email-notification,نموذج شكر التسجيل,ara,TRUE,superadmin,now()
reg-email-notification,accusé de réception,fra,TRUE,superadmin,now()
reg-ack-template-part1,Registration Acknowledgement Template - Part 1,eng,TRUE,superadmin,now()
reg-ack-template-part1,نموذج شكر التسجيل,ara,TRUE,superadmin,now()
reg-ack-template-part1,accusé de réception,fra,TRUE,superadmin,now()
reg-ack-template-part2,Registration Acknowledgement Template - Part 2,eng,TRUE,superadmin,now()
reg-ack-template-part2,نموذج شكر التسجيل,ara,TRUE,superadmin,now()
reg-ack-template-part2,accusé de réception,fra,TRUE,superadmin,now()
reg-ack-template-part3,Registration Acknowledgement Template - Part 3,eng,TRUE,superadmin,now()
reg-ack-template-part3,نموذج شكر التسجيل,ara,TRUE,superadmin,now()
reg-ack-template-part3,accusé de réception,fra,TRUE,superadmin,now()
reg-ack-template-part4,Registration Acknowledgement Template - Part 4,eng,TRUE,superadmin,now()
reg-ack-template-part4,نموذج شكر التسجيل,ara,TRUE,superadmin,now()
reg-ack-template-part4,accusé de réception,fra,TRUE,superadmin,now()
consent,Consent,eng,TRUE,superadmin,now()
consent,موافقة,ara,TRUE,superadmin,now()
consent,Consentement,fra,TRUE,superadmin,now()
auth-otp-email-subject-template,Auth OTP Email Subject Template,eng,TRUE,superadmin,now()
auth-otp-email-subject-template,مصادقة OTP قالب موضوع,ara,TRUE,superadmin,now()
auth-otp-email-subject-template,Modèle dobjet de-mail Auth OTP,fra,TRUE,superadmin,now()
auth-otp-email-content-template,Auth OTP Email Content Template,eng,TRUE,superadmin,now()
auth-otp-email-content-template,مصادقة OTP قالب محتوى,ara,TRUE,superadmin,now()
auth-otp-email-content-template,Auth OTP Email ContentTemplate,fra,TRUE,superadmin,now()
auth-otp-sms-template,Auth OTP SMS Template,eng,TRUE,superadmin,now()
auth-otp-sms-template,مصادقة قالب رسالة OTP,ara,TRUE,superadmin,now()
auth-otp-sms-template,Modèle SMS OTP Auth,fra,TRUE,superadmin,now()
lostUIN-email-notification,فقدت قالب الاعتراف UIN,ara,TRUE,superadmin,now()
lostUIN-email-notification,Lost UIN Acknowledgement Template,eng,TRUE,superadmin,now()
lostUIN-email-notification,Modèle de reconnaissance UIN perdu,fra,TRUE,superadmin,now()
lostUIN-sms-notification,فقدت قالب الاعتراف UIN,ara,TRUE,superadmin,now()
lostUIN-sms-notification,Lost UIN Acknowledgement Template,eng,TRUE,superadmin,now()
lostUIN-sms-notification,Modèle de reconnaissance UIN perdu,fra,TRUE,superadmin,now()
updateUIN-email-notification,تحديث قالب شكر UIN,ara,TRUE,superadmin,now()
updateUIN-email-notification,Updtae UIN Acknowledgement Template,eng,TRUE,superadmin,now()
updateUIN-email-notification,Mise à jour du modèle d'accusé de réception UIN,fra,TRUE,superadmin,now()
updateUIN-sms-notification,تحديث قالب شكر UIN,ara,TRUE,superadmin,now()
updateUIN-sms-notification,Updtae UIN Acknowledgement Template,eng,TRUE,superadmin,now()
updateUIN-sms-notification,Mise à jour du modèle d'accusé de réception UIN,fra,TRUE,superadmin,now()
cancel-appointment,Template for Cancel Appointment,eng,TRUE,superadmin,now()
cancel-appointment,قالب لإلغاء الموعد,ara,TRUE,superadmin,now()
cancel-appointment,Modèle pour annuler un rendez-vous,fra,TRUE,superadmin,now()
RPR_LOST_UIN_SMS,Lost UIN Notification SMS,eng,TRUE,superadmin,now()
RPR_LOST_UIN_SMS,فقدت رسالة إعلام UIN,ara,TRUE,superadmin,now()
RPR_LOST_UIN_SMS,SMS de notification UIN perdu,fra,TRUE,superadmin,now()
RPR_LOST_UIN_EMAIL,Lost UIN Notification Email,eng,TRUE,superadmin,now()
RPR_LOST_UIN_EMAIL,فقدت البريد الإلكتروني الإخطار UIN,ara,TRUE,superadmin,now()
RPR_LOST_UIN_EMAIL,Email de notification UIN perdu,fra,TRUE,superadmin,now()
RPR_MASKED_UIN_CARD_TEMPLATE,Masked UIN card template,eng,TRUE,superadmin,now()
RPR_MASKED_UIN_CARD_TEMPLATE,قالب بطاقة UIN Masked,ara,TRUE,superadmin,now()
RPR_MASKED_UIN_CARD_TEMPLATE,Modèle de carte Masked UIN,fra,TRUE,superadmin,now()
