Property file name,key
registration-default.properties,mosip.registration.leftslap_fingerprint_threshold
registration-default.properties,mosip.registration.rightslap_fingerprint_threshold
registration-default.properties,mosip.registration.thumbs_fingerprint_threshold
registration-default.properties,mosip.registration.iris_threshold
registration-default.properties,mosip.registration.face_threshold
registration-default.properties,mosip.registration.document_size
registration-default.properties,mosip.registration.uin.update.configured.fields
registration-default.properties,mosip.registration.pre_reg_no_of_days_limit
registration-default.properties,mosip.registration.capture_time_out
registration-default.properties,mosip.registration.reg_pak_max_cnt_apprv_limit
registration-default.properties,mosip.registration.reg_pak_max_time_apprv_limit
registration-default.properties,mosip.registration.audit_log_deletion_configured_days
registration-default.properties,mosip.registration.reg_deletion_configured_days
registration-default.properties,mosip.registration.pre_reg_deletion_configured_days
registration-default.properties,mosip.registration.sync_transaction_no_of_days_limit
registration-default.properties,mosip.registration.last_export_registration_config_time
registration-default.properties,mosip.registration.registration_packet_store_location
registration-default.properties,mosip.registration.registration_pre_reg_packet_location
registration-default.properties,mosip.registration.mds.deduplication.enable.flag
registration-default.properties,mosip.registration.max_age
registration-default.properties,mosip.registration.mdm.portRangeFrom
registration-default.properties,mosip.registration.mdm.portRangeTo
registration-default.properties,mosip.registration.server_profile
application-default.properties,mosip.right_to_left_orientation
application-default.properties,mosip.left_to_right_orientation
application-default.properties,mosip.kernel.keygenerator.symmetric-key-length
application-default.properties,mosip.kernel.keygenerator.asymmetric-key-length
application-default.properties,mosip.kernel.keygenerator.asymmetric-algorithm-name
application-default.properties,mosip.kernel.keygenerator.symmetric-algorithm-name
application-default.properties,mosip.kernel.crypto.symmetric-algorithm-name
application-default.properties,mosip.kernel.crypto.asymmetric-algorithm-name
application-default.properties,mosip.kernel.crypto.gcm-tag-length
application-default.properties,mosip.kernel.crypto.hash-symmetric-key-length
application-default.properties,mosip.kernel.crypto.hash-algorithm-name
application-default.properties,mosip.kernel.crypto.sign-algorithm-name
application-default.properties,mosip.kernel.crypto.hash-iteration
application-default.properties,mosip.kernel.data-key-splitter
application-default.properties,mosip.kernel.signature.signature-request-id
application-default.properties,mosip.kernel.signature.signature-version-id
application-default.properties,mosip.kernel.prid.restricted-numbers
application-default.properties,mosip.kernel.prid.length
application-default.properties,mosip.kernel.prid.sequence-limit
application-default.properties,mosip.kernel.prid.repeating-block-limit
application-default.properties,mosip.kernel.prid.repeating-limit
application-default.properties,mosip.kernel.prid.not-start-with
application-default.properties,mosip.kernel.uin.length
application-default.properties,mosip.kernel.uin.restricted-numbers
application-default.properties,mosip.kernel.uin.length.repeating-block-limit
application-default.properties,mosip.kernel.uin.length.sequence-limit
application-default.properties,mosip.kernel.uin.length.repeating-limit
application-default.properties,mosip.kernel.uin.length.conjugative-even-digits-limit
application-default.properties,mosip.kernel.uin.length.reverse-digits-limit
application-default.properties,mosip.kernel.uin.length.digits-limit
application-default.properties,mosip.kernel.vid.restricted-numbers
application-default.properties,mosip.kernel.vid.not-start-with
application-default.properties,mosip.kernel.vid.length.repeating-limit
application-default.properties,mosip.kernel.vid.length.repeating-block-limit
application-default.properties,mosip.kernel.vid.length.sequence-limit
application-default.properties,mosip.kernel.vid.length
application-default.properties,mosip.kernel.registrationcenterid.length
application-default.properties,mosip.kernel.machineid.length
application-default.properties,mosip.kernel.rid.length
application-default.properties,mosip.kernel.rid.timestamp-length
application-default.properties,mosip.kernel.rid.sequence-length
application-default.properties,mosip.kernel.virus-scanner.host
application-default.properties,mosip.kernel.virus-scanner.port
application-default.properties,mosip.kernel.otp.expiry-time
application-default.properties,mosip.primary-language
application-default.properties,mosip.secondary-language
application-default.properties,mosip.kernel.applicant.type.age.limit
application-default.properties,mosip.idrepo.identity.allowedBioAttributes
application-default.properties,mosip.idrepo.identity.bioAttributes
application-default.properties,mosip.supported-languages
application-default.properties,mosip.right_to_left_orientation
application-default.properties,mosip.left_to_right_orientation
application-default.properties,mosip.kernel.applicant.type.age.limit
id-authentication-default.properties,otp.request.flooding.duration
id-authentication-default.properties,otp.request.flooding.max-count
pre-registration-default.properties,preregistration.availability.sync
pre-registration-default.properties,mosip.preregistration.captcha.enable
pre-registration-default.properties,latestidschema.service.contextpath
syncdata-default.properties,subscriptions-delay-on-startup
application-default.properties,mosip.stage.environment
application-default.properties,mosip.keycloak.max-no-of-users
application-default.properties,mosip.recommended.centers.locCode
application-default.properties,mosip.country.code
application-default.properties,mosip.notification.timezone
application-default.properties,mosip.kernel.applicant.type.age.limit
application-default.properties,mosip.kernel.filtervalue.max_columns
